Age,Gender,Company,Education_level,Asset,Domestic_Stock_Ratio,Foreign_Stock_Ratio,Cash_Ratio
34,M,M-able,University,29900000,0.44,0.06,0.5
35,M,Mpop,University,189400000,0.11,0.69,0.2
32,M,M-able,University,31100000,0.12,0.09,0.79
32,F,Toss,University,34000000,0.6,0.04,0.36
34,M,Mpop,High School,9000000,0.41,0.37,0.22
30,M,Mpop,University,25700000,0.74,0.07,0.19
35,M,Toss,University,264000000,0.72,0.1,0.18
38,F,namuh,High School,39400000,0.05,0.54,0.41
35,F,Mpop,High School,121800000,0.17,0.45,0.38
31,M,namuh,University,37000000,0.58,0.17,0.25
38,F,Mpop,High School,216900000,0.47,0.33,0.2
38,M,Mpop,High School,218200000,0.57,0.39,0.04
34,M,M-able,High School,34600000,0.36,0.16,0.48
30,F,namuh,High School,27500000,0.15,0.38,0.47
35,F,Mpop,University,67600000,0,0.09,0.91
37,M,Toss,University,267600000,0.36,0.45,0.19
31,F,Toss,High School,18500000,0.18,0.38,0.44
36,F,Toss,University,296100000,0.63,0.08,0.29
38,F,M-able,University,130700000,0.62,0.32,0.06
38,M,namuh,High School,250200000,0.79,0.1,0.11
37,M,Toss,University,200800000,0.92,0.03,0.05
35,F,Mpop,Under Middle,285400000,0.64,0.32,0.04
38,M,M-able,University,258900000,0.62,0.37,0.01
31,M,Toss,High School,17800000,0.32,0.64,0.04
36,M,namuh,Under Middle,252800000,0.42,0.39,0.19
30,F,M-able,University,14400000,0.82,0.04,0.14
35,M,Mpop,University,204300000,0.59,0.05,0.36
35,M,Mpop,University,238300000,0.94,0.05,0.01
33,M,Toss,University,17900000,0.83,0.01,0.16
34,M,namuh,University,12300000,0.26,0.24,0.5
36,F,M-able,University,188800000,0.74,0.02,0.24
35,M,Toss,University,274900000,0.61,0.19,0.2
33,M,Mpop,University,31700000,0.59,0.14,0.27
38,F,M-able,High School,191700000,0.92,0.02,0.06
37,M,M-able,High School,37200000,0.91,0.05,0.04
37,F,M-able,University,75200000,0.44,0.47,0.09
38,M,Mpop,University,28900000,0.53,0.11,0.36
38,F,Toss,High School,165300000,0.87,0,0.13
36,F,M-able,Under Middle,40500000,0.53,0.09,0.38
37,M,Mpop,University,232800000,0.65,0.17,0.18
38,M,Toss,University,60700000,0.82,0.11,0.07
32,M,M-able,University,7100000,0.28,0.64,0.08
33,F,namuh,University,22300000,0.84,0.02,0.14
34,M,Toss,High School,24100000,0.38,0.08,0.54
34,M,Mpop,University,17700000,0.63,0.33,0.04
34,M,Mpop,Under Middle,38200000,0.05,0.14,0.81
34,F,Toss,High School,27400000,0.66,0.27,0.07
31,M,M-able,University,27600000,0.74,0.19,0.07
32,F,Toss,University,16700000,0.74,0.1,0.16
35,M,Mpop,Under Middle,40900000,0.49,0.05,0.46
36,F,Toss,University,140300000,0.4,0.12,0.48
36,F,namuh,University,151700000,0.03,0.14,0.83
39,M,Toss,University,180600000,0.73,0.11,0.16
32,F,Toss,University,18400000,0.66,0.16,0.18
35,F,M-able,High School,81500000,0.72,0.23,0.05
30,M,M-able,University,14300000,0.71,0.24,0.05
39,M,Toss,University,45100000,0.04,0.56,0.4
31,F,Toss,University,7200000,0.23,0.36,0.41
31,M,Toss,High School,7200000,0.86,0.11,0.03
31,M,Toss,University,26200000,0.17,0.19,0.64
38,M,M-able,University,165700000,0.91,0.07,0.02
33,M,M-able,High School,34300000,0.99,0,0.01
33,F,namuh,High School,8000000,0.28,0.38,0.34
32,F,Mpop,University,33600000,0.01,0.2,0.79
33,M,Mpop,High School,26400000,0.6,0.21,0.19
33,M,Mpop,University,36300000,0.76,0.05,0.19
30,M,Mpop,High School,20400000,0.64,0.02,0.34
38,M,Toss,University,129900000,0.43,0.25,0.32
39,F,M-able,High School,153100000,0.35,0.6,0.05
34,M,Mpop,University,24300000,0.14,0.08,0.78
38,M,Toss,Under Middle,244900000,0.53,0.27,0.2
30,F,namuh,University,8900000,0.68,0.03,0.29
33,M,Toss,University,30600000,0.16,0.18,0.66
30,F,M-able,University,27100000,0.57,0.07,0.36
38,M,M-able,University,276200000,0.62,0.34,0.04
33,F,Mpop,University,12800000,0.89,0.04,0.07
30,F,Toss,University,33900000,0.16,0.44,0.4
38,M,namuh,University,142500000,0.79,0.01,0.2
31,F,M-able,University,18400000,0.18,0.11,0.71
36,F,Mpop,University,267200000,0.72,0.13,0.15
30,F,namuh,University,30600000,0.2,0.18,0.62
36,M,Mpop,University,211400000,0.62,0.19,0.19
35,M,Toss,University,81100000,0.11,0.25,0.64
32,F,namuh,University,23600000,0.18,0.26,0.56
33,F,Toss,University,22800000,0.76,0.2,0.04
35,M,namuh,High School,148000000,0.2,0.59,0.21
33,F,M-able,University,24700000,0.73,0.24,0.03
37,M,Toss,University,82100000,0.93,0.02,0.05
36,M,Toss,Under Middle,178500000,0.93,0.05,0.02
30,F,M-able,University,13400000,0.3,0.57,0.13
34,M,M-able,University,20400000,0.94,0.05,0.01
38,M,namuh,University,100800000,0.72,0.06,0.22
34,F,Mpop,University,16600000,0.54,0.12,0.34
39,F,M-able,University,206700000,0.59,0.03,0.38
32,M,M-able,High School,31800000,0.8,0.04,0.16
32,F,Mpop,University,15100000,0.95,0.05,0
38,M,M-able,University,70400000,0.52,0.32,0.16
33,M,Toss,High School,33200000,0.76,0.18,0.06
34,F,M-able,University,30200000,0.8,0.15,0.05
33,F,Mpop,High School,16000000,0.92,0.01,0.07
34,F,namuh,University,24700000,0.38,0.17,0.45
32,M,M-able,High School,21700000,0.11,0.22,0.67
39,M,M-able,High School,140700000,0.94,0.02,0.04
38,F,Toss,University,292400000,0.1,0.13,0.77
31,F,Toss,University,11300000,0.82,0.17,0.01
30,F,M-able,University,24300000,0.67,0.21,0.12
33,F,Toss,University,22700000,0.88,0.06,0.06
38,M,M-able,University,103800000,0.36,0.62,0.02
33,F,Mpop,University,36400000,0.84,0,0.16
39,M,namuh,University,270500000,0.91,0.04,0.05
34,M,M-able,University,9600000,0.69,0.04,0.27
38,F,Mpop,Under Middle,148400000,0.07,0.37,0.56
39,F,Mpop,High School,92100000,0.27,0.28,0.45
39,F,Mpop,Under Middle,143000000,0.39,0.48,0.13
39,M,M-able,University,267900000,0.36,0.55,0.09
39,M,Toss,University,286200000,0.77,0.02,0.21
34,F,M-able,High School,30200000,0.3,0.24,0.46
31,M,Toss,University,11800000,0.42,0.25,0.33
35,M,namuh,University,120900000,0.86,0.14,0
34,F,Mpop,High School,18300000,0.58,0.01,0.41
35,F,namuh,University,23300000,0.8,0.14,0.06
38,M,M-able,University,78800000,0.65,0.05,0.3
37,F,namuh,University,87400000,0.27,0.31,0.42
30,M,Mpop,High School,22600000,0.38,0.3,0.32
36,M,M-able,University,85200000,0.7,0.16,0.14
31,M,Toss,High School,21400000,0.17,0.06,0.77
31,M,namuh,University,15400000,0.69,0.27,0.04
39,F,M-able,High School,202200000,0.22,0.08,0.7
34,F,namuh,University,15500000,0.39,0.21,0.4
35,M,Toss,High School,254200000,0.46,0.45,0.09
31,F,M-able,High School,37800000,0.27,0.26,0.47
35,F,Toss,University,179900000,0.04,0.3,0.66
39,F,M-able,University,67600000,0.7,0.14,0.16
35,M,Toss,University,60700000,0,0.54,0.46
33,F,Mpop,High School,19400000,0.48,0.45,0.07
37,M,M-able,High School,221200000,0.4,0.29,0.31
31,F,Toss,High School,18100000,0.18,0.53,0.29
37,M,M-able,University,201300000,0.56,0.32,0.12
30,F,Toss,University,26900000,0.46,0.07,0.47
36,M,namuh,High School,162800000,0.08,0.32,0.6
36,M,Toss,University,44000000,0.88,0.04,0.08
35,F,M-able,High School,104700000,0.92,0.07,0.01
33,M,M-able,University,33700000,0.13,0.51,0.36
30,M,Toss,University,7300000,0.54,0.12,0.34
36,M,Mpop,University,99600000,0.09,0.29,0.62
34,F,Toss,University,19200000,0.1,0.57,0.33
37,F,M-able,University,131700000,0.38,0.25,0.37
35,F,M-able,Under Middle,224300000,0.3,0.66,0.04
34,M,Toss,High School,28600000,0.96,0.03,0.01
38,F,Toss,University,114400000,0.77,0.15,0.08
33,M,Mpop,University,32800000,0.15,0,0.85
37,M,Toss,University,71400000,0.14,0.51,0.35
37,F,namuh,University,145000000,0.47,0.26,0.27
38,M,M-able,Under Middle,84900000,0.24,0.04,0.72
33,F,Toss,University,26500000,0.51,0.39,0.1
31,M,Toss,Under Middle,37200000,0.12,0.18,0.7
38,F,M-able,University,123300000,0.77,0.04,0.19
35,M,Mpop,University,239300000,0.71,0.09,0.2
34,F,M-able,University,37200000,0.01,0.48,0.51
34,F,M-able,University,35800000,0.5,0.15,0.35
31,F,M-able,High School,22300000,0.91,0.05,0.04
31,M,namuh,High School,30100000,0.25,0.27,0.48
38,M,M-able,University,102700000,0.14,0.44,0.42
38,M,Toss,High School,109300000,0.77,0.02,0.21
33,F,Toss,University,38000000,0.55,0.41,0.04
32,M,Mpop,University,18600000,0.93,0.06,0.01
36,M,Mpop,University,46700000,0.07,0.31,0.62
33,F,M-able,University,38000000,0.95,0,0.05
30,F,M-able,University,37700000,0.12,0.25,0.63
30,F,M-able,University,24100000,0.59,0.35,0.06
35,M,Mpop,High School,127400000,0.18,0.63,0.19
38,M,Toss,High School,63100000,0.64,0.07,0.29
37,F,M-able,University,223500000,0.8,0.01,0.19
35,M,Toss,University,218300000,0.94,0.02,0.04
38,F,M-able,University,64500000,0.49,0.45,0.06
30,M,M-able,University,12800000,0.18,0.58,0.24
31,M,Toss,University,39000000,0.87,0.04,0.09
32,F,Mpop,High School,27900000,0.84,0.09,0.07
30,F,namuh,University,23300000,0.06,0.24,0.7
38,M,M-able,University,121900000,0.17,0.14,0.69
32,F,Mpop,University,9000000,0.8,0.16,0.04
38,F,Toss,University,211500000,0.91,0,0.09
30,F,M-able,University,36700000,0.91,0.02,0.07
36,F,Toss,University,81100000,0.18,0.33,0.49
36,M,Toss,University,201400000,0.93,0.02,0.05
36,M,M-able,University,234700000,0.26,0.49,0.25
33,F,Mpop,University,25400000,0.96,0.03,0.01
34,F,Mpop,University,24100000,0.46,0.33,0.21
33,M,Mpop,High School,37200000,0.6,0.27,0.13
30,F,M-able,High School,38500000,0.85,0.07,0.08
33,M,Mpop,University,10500000,0.15,0.5,0.35
36,F,M-able,High School,109700000,0.04,0.33,0.63
36,M,Toss,University,109000000,0.29,0.39,0.32
36,M,M-able,University,131100000,0.65,0.34,0.01
35,F,Mpop,High School,268800000,0.07,0.2,0.73
39,F,M-able,High School,297600000,0.98,0.01,0.01
30,M,Toss,University,29400000,0.17,0.15,0.68
31,M,Toss,University,26800000,0.19,0.02,0.79
34,M,Mpop,High School,17000000,0.07,0.54,0.39
37,M,Toss,University,28900000,0.76,0.2,0.04
32,M,namuh,University,38200000,0.32,0.37,0.31
36,F,Toss,University,289500000,0.25,0.06,0.69
30,M,Toss,University,11200000,0.6,0.08,0.32
31,M,Toss,University,19000000,0.47,0.08,0.45
31,F,namuh,University,13100000,0.01,0.62,0.37
30,M,Mpop,High School,8700000,0.14,0.33,0.53
31,F,Toss,University,20800000,0.71,0.16,0.13
35,F,Toss,High School,246400000,0.25,0.52,0.23
30,F,namuh,University,31500000,0.89,0.04,0.07
36,M,Toss,University,100900000,0.63,0.01,0.36
31,F,M-able,University,32100000,0.82,0.04,0.14
30,F,Toss,High School,33900000,0.01,0.11,0.88
35,M,Mpop,University,106600000,0.27,0.35,0.38
36,F,Toss,University,78100000,0.29,0.54,0.17
38,M,Mpop,High School,121700000,0.28,0.04,0.68
36,M,Toss,High School,178800000,0.29,0.42,0.29
30,F,namuh,High School,21000000,0.26,0.24,0.5
39,F,Toss,University,206300000,0.39,0.59,0.02
31,M,Mpop,University,38600000,0.74,0.07,0.19
37,F,Toss,University,233400000,0.81,0.15,0.04
35,M,Toss,Under Middle,147200000,0.14,0.21,0.65
35,M,namuh,University,65800000,0.1,0.36,0.54
30,F,M-able,University,31700000,0.94,0.03,0.03
30,F,Toss,University,22000000,0.4,0.19,0.41
31,F,Toss,University,36500000,0.6,0.38,0.02
35,F,Toss,Under Middle,53200000,0.01,0.27,0.72
36,F,Toss,High School,100600000,0.76,0.16,0.08
34,M,Toss,University,8100000,0.69,0.05,0.26
38,M,Mpop,High School,148300000,0.49,0.09,0.42
39,M,Toss,High School,93400000,0.68,0.03,0.29
35,M,Mpop,University,95200000,0.55,0.14,0.31
35,M,Toss,University,56100000,0.45,0.21,0.34
38,M,Toss,High School,267000000,0.17,0.38,0.45
39,F,Toss,University,258400000,0.74,0.07,0.19
31,M,M-able,High School,16200000,0.41,0.14,0.45
32,M,namuh,University,18600000,0.26,0.48,0.26
38,F,namuh,High School,72000000,0.55,0.04,0.41
35,M,namuh,University,215700000,0.24,0.06,0.7
36,M,Toss,High School,46000000,0.59,0.1,0.31
37,F,Mpop,High School,288300000,0.46,0.18,0.36
32,M,M-able,High School,35200000,0.31,0.65,0.04
34,M,namuh,High School,26700000,0,0.66,0.34
36,M,M-able,University,255500000,0.3,0.1,0.6
30,F,Mpop,Under Middle,16300000,0.45,0.37,0.18
33,M,Toss,High School,24500000,0.69,0.07,0.24
33,M,Toss,University,18600000,0.04,0.29,0.67
36,M,M-able,University,97900000,0.08,0.55,0.37
33,M,M-able,University,18800000,0.19,0.04,0.77
39,M,M-able,University,293700000,0.7,0.07,0.23
31,M,namuh,High School,21400000,0.45,0,0.55
37,M,Toss,High School,266200000,0.65,0.25,0.1
33,M,M-able,High School,24200000,0.68,0.27,0.05
33,M,M-able,University,18300000,0.71,0.21,0.08
33,M,Mpop,University,25800000,0.46,0.25,0.29
39,M,M-able,University,64700000,0.1,0.48,0.42
31,M,M-able,University,19900000,0.23,0.59,0.18
31,F,M-able,High School,25400000,0.79,0.02,0.19
30,M,namuh,High School,23000000,0.39,0.45,0.16
36,M,M-able,University,57000000,0.24,0.57,0.19
39,M,M-able,High School,81500000,0.31,0.48,0.21
39,M,namuh,University,216400000,0.94,0.02,0.04
38,M,Toss,University,238900000,0.98,0.02,0
38,M,Mpop,University,136400000,0.21,0.31,0.48
31,M,Toss,University,26300000,0.06,0.62,0.32
38,M,Toss,University,131600000,0.71,0.03,0.26
34,F,Toss,High School,18100000,0.06,0.05,0.89
33,M,Mpop,High School,8500000,0.57,0.32,0.11
39,M,M-able,University,238300000,0.32,0.51,0.17
34,F,M-able,University,20000000,0.78,0.07,0.15
38,M,M-able,High School,141700000,0.7,0.1,0.2
39,M,M-able,University,55800000,0.74,0.13,0.13
33,M,Toss,University,16400000,0.61,0.02,0.37
39,F,Toss,High School,122800000,0.99,0,0.01
39,F,Toss,University,70100000,0.15,0.52,0.33
30,M,Mpop,University,30200000,0.96,0.02,0.02
37,M,M-able,University,293100000,0.58,0.15,0.27
31,F,Mpop,University,37500000,0.68,0.23,0.09
30,M,namuh,University,31000000,0.78,0.05,0.17
38,M,M-able,High School,180000000,0.26,0.16,0.58
31,M,Toss,University,27400000,0.72,0.18,0.1
35,M,Mpop,University,23900000,0.97,0.03,0
33,M,M-able,University,32900000,0.85,0.1,0.05
39,M,Toss,High School,238900000,0.08,0.1,0.82
39,M,Toss,University,201300000,0.67,0.27,0.06
30,F,Mpop,University,9000000,0.81,0.06,0.13
33,M,Mpop,University,18900000,0.61,0.18,0.21
35,F,Toss,High School,22300000,0.54,0.13,0.33
35,M,namuh,University,41800000,0.59,0.22,0.19
31,M,Mpop,Under Middle,26700000,0.19,0.25,0.56
33,F,M-able,University,14000000,0.25,0.37,0.38
35,M,Toss,University,39100000,0.71,0.1,0.19
31,M,Toss,University,33100000,0.27,0.33,0.4
30,M,Mpop,University,20800000,0.42,0.5,0.08
33,M,M-able,High School,34500000,0.05,0.29,0.66
34,F,Toss,University,39800000,0.72,0.27,0.01
35,F,M-able,High School,193100000,0.05,0.29,0.66
39,M,namuh,University,73700000,0.62,0.12,0.26
39,F,Toss,University,60400000,0.87,0.12,0.01
39,M,M-able,University,121100000,0.33,0.5,0.17
36,M,Toss,University,203300000,0.84,0.11,0.05
35,M,Toss,University,25600000,0.17,0.03,0.8
33,F,Toss,University,17300000,0.85,0.12,0.03
39,M,M-able,University,80600000,0.12,0.53,0.35
31,F,M-able,University,21900000,0.35,0.56,0.09
39,M,Mpop,University,167100000,0.79,0.2,0.01
32,F,M-able,University,23700000,0.48,0.11,0.41
34,M,Toss,University,23000000,0.42,0.11,0.47
30,F,namuh,University,14400000,0.78,0.21,0.01
31,M,Toss,University,39300000,0.53,0.39,0.08
39,F,Mpop,High School,115800000,0.29,0.13,0.58
35,M,M-able,University,118400000,0.3,0.35,0.35
32,F,M-able,High School,11000000,0.45,0.26,0.29
31,M,M-able,University,35100000,0.24,0.45,0.31
38,F,Toss,High School,226600000,0.53,0.03,0.44
33,F,namuh,University,16100000,0.85,0.15,0
33,M,Toss,University,31500000,0,0.65,0.35
37,M,Mpop,High School,36900000,0.13,0.13,0.74
34,M,M-able,University,34200000,0.59,0.02,0.39
35,M,Mpop,High School,46800000,0.14,0.54,0.32
36,M,M-able,University,47100000,0.94,0.04,0.02
32,F,M-able,High School,25100000,0.51,0.39,0.1
37,M,Mpop,University,290000000,0.01,0.5,0.49
32,M,Mpop,Under Middle,7400000,0.42,0.36,0.22
36,F,M-able,University,210600000,0.5,0.22,0.28
39,M,namuh,University,135700000,0.41,0.21,0.38
32,M,Toss,Under Middle,38600000,0.73,0.09,0.18
30,M,M-able,University,23000000,0.38,0.04,0.58
39,F,M-able,High School,153000000,0.69,0.06,0.25
34,M,Mpop,University,19200000,0.02,0.25,0.73
37,M,Toss,High School,73800000,0.39,0.43,0.18
31,F,Toss,High School,15600000,0.06,0.25,0.69
36,M,Toss,University,111000000,0.28,0.56,0.16
33,F,Toss,University,15100000,0.72,0.16,0.12
36,M,Toss,University,153900000,0.97,0.01,0.02
30,F,Mpop,High School,28200000,0.21,0.6,0.19
31,M,M-able,High School,35100000,0.65,0.12,0.23
35,F,M-able,High School,208500000,0.07,0.56,0.37
37,M,Toss,University,21300000,0.98,0.01,0.01
34,M,Toss,Under Middle,25600000,0.34,0.12,0.54
31,F,Mpop,University,12700000,0.53,0.14,0.33
38,F,Mpop,University,204000000,0.97,0.01,0.02
32,F,Toss,University,8800000,0.35,0.43,0.22
34,M,Mpop,Under Middle,29500000,0.82,0.01,0.17
31,F,M-able,High School,11800000,0.4,0.07,0.53
38,F,Toss,University,199900000,0.94,0.05,0.01
30,F,namuh,University,11700000,0.08,0.64,0.28
33,F,namuh,University,17000000,0.56,0.35,0.09
32,M,Mpop,University,10600000,0.75,0.24,0.01
32,F,Mpop,High School,13700000,0.01,0.17,0.82
31,M,Mpop,University,11800000,0.22,0.38,0.4
34,F,namuh,University,25400000,0.54,0.04,0.42
37,F,M-able,University,111200000,0.87,0.12,0.01
39,M,Toss,High School,257100000,0.67,0.26,0.07
37,F,Toss,University,51000000,0.83,0.06,0.11
36,M,M-able,University,37900000,0.56,0.01,0.43
36,M,namuh,University,286300000,0.12,0.67,0.21
33,F,namuh,University,7900000,0.33,0.31,0.36
38,M,M-able,University,145800000,0.85,0.13,0.02
30,M,Toss,Under Middle,21000000,0.48,0.07,0.45
34,M,M-able,University,35200000,0.53,0.17,0.3
34,F,Mpop,University,29000000,0.72,0.12,0.16
30,F,Mpop,University,23600000,0.36,0.58,0.06
34,M,Mpop,University,33300000,0.49,0.4,0.11
32,M,M-able,University,14900000,0.21,0.42,0.37
32,M,M-able,High School,34500000,0.62,0.24,0.14
33,M,Toss,University,20600000,0.05,0.1,0.85
39,M,Mpop,University,281700000,0.85,0.05,0.1
38,F,M-able,University,247500000,0.6,0.22,0.18
36,M,M-able,Under Middle,56300000,0.46,0.04,0.5
32,M,Mpop,University,11200000,0.49,0.25,0.26
37,F,M-able,High School,284100000,0.08,0.53,0.39
31,F,Mpop,University,26000000,0.92,0.06,0.02
35,F,M-able,University,73500000,0.04,0.05,0.91
34,M,Toss,University,14900000,0.32,0.52,0.16
38,F,Toss,University,139800000,0.77,0.16,0.07
39,F,Toss,University,157800000,0.09,0.57,0.34
38,F,namuh,High School,119000000,0.58,0.35,0.07
33,F,Toss,University,29200000,0.97,0.02,0.01
36,M,Toss,University,83300000,0.1,0.57,0.33
35,M,namuh,High School,97500000,0.74,0.22,0.04
33,F,M-able,High School,7900000,0.02,0.05,0.93
36,M,M-able,Under Middle,111200000,0.43,0.35,0.22
33,M,Mpop,High School,19500000,0.26,0.42,0.32
31,M,M-able,University,21700000,0.91,0.03,0.06
39,M,M-able,University,251000000,0.33,0.6,0.07
38,M,Mpop,Under Middle,246900000,0.46,0.19,0.35
32,M,M-able,University,35000000,0.57,0.27,0.16
33,M,Mpop,University,38200000,0.9,0.03,0.07
35,M,M-able,University,38200000,0.29,0.61,0.1
37,M,namuh,High School,127900000,0.03,0.31,0.66
32,F,M-able,University,24500000,0.99,0.01,0
33,M,namuh,University,24500000,0.03,0.37,0.6
33,F,Mpop,Under Middle,22900000,0.83,0.16,0.01
39,M,Toss,University,73000000,0.04,0.33,0.63
35,M,Toss,University,89800000,0.18,0.19,0.63
37,F,namuh,University,138400000,0.52,0.04,0.44
30,M,M-able,University,32200000,0.05,0.08,0.87
31,F,namuh,University,22900000,0.59,0.22,0.19
37,M,Toss,University,31100000,0.4,0.05,0.55
38,M,Toss,University,295900000,0.05,0.41,0.54
36,F,Toss,University,94300000,0.3,0.42,0.28
33,M,Toss,University,29900000,0.76,0.09,0.15
36,F,M-able,University,125000000,0.53,0.21,0.26
31,M,Mpop,University,20300000,0.4,0.42,0.18
30,F,Toss,University,14600000,0.99,0,0.01
39,F,Toss,University,39800000,0.13,0.57,0.3
33,F,Toss,High School,37500000,0.86,0.06,0.08
30,F,Toss,University,24700000,0.26,0.23,0.51
34,F,M-able,University,8000000,0.38,0.23,0.39
39,M,namuh,High School,260800000,0.25,0.66,0.09
33,F,M-able,University,38600000,0.55,0.32,0.13
33,M,Mpop,University,22600000,0.6,0.2,0.2
36,M,namuh,University,142300000,0.04,0.07,0.89
31,F,namuh,University,33900000,0.39,0.1,0.51
36,F,Mpop,University,103900000,0.9,0.08,0.02
31,F,Toss,High School,38700000,0.13,0.6,0.27
36,M,Mpop,High School,298500000,0.54,0.34,0.12
30,F,M-able,University,9100000,0.05,0.65,0.3
39,M,namuh,University,191200000,0.29,0.44,0.27
36,F,namuh,University,298000000,0.35,0.24,0.41
34,F,Mpop,University,19500000,0.43,0.18,0.39
38,F,M-able,University,299000000,0.12,0.6,0.28
35,M,Toss,University,24700000,0,0.69,0.31
33,M,Toss,High School,12700000,0.6,0.19,0.21
34,F,Toss,High School,23100000,0.27,0.4,0.33
34,M,Mpop,University,27300000,0.84,0.03,0.13
34,F,Toss,High School,28000000,0.23,0.2,0.57
35,M,M-able,High School,214400000,0.59,0.36,0.05
37,F,Mpop,University,25700000,0.72,0.15,0.13
38,M,Mpop,University,168900000,0.64,0.11,0.25
35,M,M-able,University,98100000,0.96,0.02,0.02
39,M,Mpop,High School,263600000,0.86,0.12,0.02
33,M,M-able,University,16500000,0.03,0.63,0.34
32,M,M-able,University,18100000,0.81,0.04,0.15
